"student_id","student_first_name","student_middle_name","student_last_name","student_mother_name","student_class","student_section","student_mob_no","student_email_id","student_aadhar_card_no","student_college_name","student_department_name","student_status","student_grade","student_address","student_address_postal_code","student_city_name","student_state_name","student_country_name","student_date_of_birth"
1895,"Debra","Christopher","Waters","Tiffany","8","A","2232746734","debra.waters1895@example.com","201050312584","Clark and Sons College","IT","Graduated","C","USS Reed, FPO AE 10160","96899","Lake Lisa","Delaware","Tajikistan","2003-10-18"
1896,"Cheryl","Sheila","Brown","Mary","12","D","0536400765","cheryl.brown1896@example.com","761008100018","Ashley, Wilson and Robinson College","Civil","Inactive","A","939 Lisa Parkways Suite 589, East Stephanie, SC 46642","13709","Nielsenville","Maine","Bolivia","2000-11-20"
1897,"Stephen","Kyle","Carlson","Shelley","1","C","5400010632","stephen.carlson1897@example.com","992847886734","Chavez Inc College","Computer Science","Graduated","C","78008 Shepherd Ports Apt. 839, East Elizabeth, UT 89203","78350","Smithbury","Montana","Germany","2006-05-04"
1898,"William","Michelle","Baker","Dawn","10","C","8386372774","william.baker1898@example.com","380360172717","Vincent, House and Bauer College","Electrical","Inactive","A","5476 Gates Lodge, Katherineborough, NY 07201","65531","Poncetown","Nebraska","Iceland","2003-03-31"
1899,"Amanda","Anthony","Juarez","Jasmin","3","A","5505656652","amanda.juarez1899@example.com","925099272543","Parker, Murray and Lee College","MBA","Graduated","D","979 Vaughan Meadows Apt. 340, Brianchester, IA 52675","23717","Danielburgh","South Dakota","Nigeria","2000-01-28"
1900,"James","Makayla","Wood","Jennifer","9","C","3536115161","james.wood1900@example.com","880119014423","Butler-Jordan College","Electronics","Active","C","72383 Marshall Gateway Suite 729, Arielville, TX 17111","46337","West Ronnieshire","South Carolina","Belize","2005-12-22"
1901,"Mary","Carrie","Robles","Anne","1","B","8161529697","mary.robles1901@example.com","300546901041","Shaw-Glenn College","Civil","Active","D","PSC 3746, Box 3455, APO AP 45528","24871","Benjaminmouth","Alabama","Montserrat","2006-04-27"
1902,"Nicholas","Joel","Brady","Donna","10","A","9847066213","nicholas.brady1902@example.com","950046557638","Hayes LLC College","MBA","Inactive","A","364 Stephens Green Apt. 089, West Amandastad, KY 68860","54957","Ambermouth","Utah","Bahamas","2001-01-25"
1903,"Victoria","Cathy","Jones","Abigail","2","B","2438528327","victoria.jones1903@example.com","653037032769","Maddox LLC College","Electrical","Active","C","416 Jessica Bypass, Reedstad, MI 41433","33785","North Amberside","Illinois","Jersey","2006-05-16"
1904,"Amanda","Krista","Miller","Jamie","1","B","4340763352","amanda.miller1904@example.com","115444719947","Moon, Kane and Johnson College","Electrical","Graduated","C","73738 Justin Cliffs Suite 779, South Stephen, TX 54271","11672","Tarafurt","Maryland","Ethiopia","2006-12-16"
1905,"Douglas","Valerie","Flores","Shelby","7","B","7076938230","douglas.flores1905@example.com","881991414823","Guzman-King College","MBA","Inactive","C","324 Conner Circles Apt. 032, Toddton, DC 88624","13049","Parsonsmouth","Virginia","India","2005-03-05"
1906,"Keith","Andrea","Jordan","Victoria","1","D","6327972089","keith.jordan1906@example.com","380467063819","Fischer, Dunn and Jenkins College","Civil","Inactive","C","3406 Wilson Square, East Lindsaybury, WY 25937","14121","West Christian","Maine","Antarctica (the territory South of 60 deg S)","1999-12-23"
1907,"Lindsay","Nicole","Greene","Lisa","11","B","1094722936","lindsay.greene1907@example.com","420600008356","Parks and Sons College","Electrical","Inactive","C","289 Mark River Suite 698, North Adrian, TX 89520","44920","West Jacob","Oklahoma","Guinea","2005-09-23"
1908,"Jonathan","George","Hale","Tina","12","D","4307731249","jonathan.hale1908@example.com","979631240739","Lee, Freeman and Poole College","Mechanical","Inactive","A","9182 Andrea Point Suite 625, North Stephanie, VT 42473","18096","Dillonstad","Rhode Island","Guam","2005-06-01"
1909,"Raymond","Alexander","Perez","Melissa","9","C","2369210831","raymond.perez1909@example.com","170924576942","Greene, Acosta and Fernandez College","Electrical","Graduated","A","7983 Martinez Forest, Wallacetown, VT 04258","81627","Port Shannonland","Colorado","Sweden","2004-01-03"
1910,"Doris","Melissa","Huang","Christine","9","D","8338183736","doris.huang1910@example.com","131842759454","Michael LLC College","Computer Science","Graduated","C","42698 Melissa Spring Suite 299, Jonesview, NM 14249","64851","Stephenland","Tennessee","Fiji","2005-11-09"
1911,"Christopher","Julie","Booker","Nicole","11","C","8575097008","christopher.booker1911@example.com","686011858756","Taylor, Martin and Hogan College","Computer Science","Active","A","26053 Figueroa Springs, Bobbyton, NV 66744","36532","Schmidtmouth","Montana","Pakistan","2002-09-04"
1912,"Bryan","Christina","Smith","Misty","1","A","2841965637","bryan.smith1912@example.com","845254829308","Johnson LLC College","Mechanical","Active","B","611 Nathan Prairie, Port Nicholas, NE 09194","83859","East Michael","Indiana","Uruguay","2008-03-22"
1913,"Alyssa","Terri","Estes","Judy","9","C","3937850503","alyssa.estes1913@example.com","931567662242","Garcia and Sons College","Mechanical","Active","C","96118 Hill Junction Apt. 697, Lake Michael, WV 70014","84609","Johnsonshire","Maine","Montserrat","2004-01-01"
1914,"Stephanie","Beverly","Kelley","Maria","8","D","2458005774","stephanie.kelley1914@example.com","290335072739","Snyder, Ryan and Delacruz College","Electronics","Inactive","A","405 Davis Drive Suite 495, West Staceyport, DE 02766","56041","East Brandon","Virginia","Brazil","2004-07-07"
1915,"Joanna","Shawn","Gutierrez","Amanda","3","D","2970647329","joanna.gutierrez1915@example.com","786845083566","Marsh, Turner and Mitchell College","Civil","Inactive","A","006 Sawyer Common Suite 680, Michaelmouth, RI 93207","45264","New Donnamouth","Minnesota","Panama","2002-07-15"
1916,"Derek","Edward","Turner","Ariana","7","A","4927527737","derek.turner1916@example.com","545831764998","Lopez-Hickman College","Electronics","Inactive","A","723 Phillips Port, East Denise, SC 50127","53147","New Deborahport","Arizona","Central African Republic","2001-03-17"
1917,"Tracy","Dylan","Leonard","Kimberly","2","B","8882622637","tracy.leonard1917@example.com","560956597078","Haynes, Ford and Miller College","Electronics","Active","D","21845 Jeffrey Trafficway, Taylorview, PA 10985","89018","East Michael","Kansas","Saint Vincent and the Grenadines","2005-01-24"
1918,"Stacey","Janet","Payne","Kristin","12","D","0405179385","stacey.payne1918@example.com","354640087679","Bass, Rodriguez and Robinson College","IT","Graduated","D","346 Travis Ville, Lake Raymondstad, MN 82248","07153","Jeffreymouth","Kentucky","Macao","2006-04-28"
1919,"Monique","Debra","Smith","Carrie","5","C","3396186227","monique.smith1919@example.com","116215762177","Snyder, Holt and Miller College","Computer Science","Graduated","C","75026 Michael Plains Apt. 329, Emmashire, SC 58534","96600","South Melanie","Oklahoma","Puerto Rico","2000-01-16"
1920,"Colleen","Aaron","Garcia","Denise","7","B","8882349311","colleen.garcia1920@example.com","738350350591","Morgan LLC College","Computer Science","Graduated","D","00534 Yvonne Canyon Apt. 346, Lake Johnside, MO 61571","53329","Johnsonport","Wyoming","Antigua and Barbuda","2002-07-30"
1921,"James","David","Richardson","Brenda","9","D","7954150308","james.richardson1921@example.com","637016357037","Freeman-Jones College","Civil","Inactive","B","4167 Mitchell Inlet, Port Joeltown, DC 89059","84313","North Stephanie","Rhode Island","Tonga","2008-03-24"
1922,"Maurice","Brian","Phelps","Tina","8","A","7940003617","maurice.phelps1922@example.com","240733831824","Hall LLC College","IT","Graduated","C","Unit 9721 Box 9663, DPO AA 84651","72172","Arroyomouth","Virginia","Guinea","2008-01-12"
1923,"Justin","Pamela","White","Kendra","3","D","9905028436","justin.white1923@example.com","116765029208","Gardner-Smith College","MBA","Active","C","1099 Martin Village Apt. 941, North Jacobport, WY 11928","19447","Jamiefort","Kansas","Lesotho","2005-07-08"
1924,"James","Ryan","Mills","Kari","4","D","4857617114","james.mills1924@example.com","458618111350","Perez-Hanson College","Electrical","Active","C","55564 Leon Wall, Lake Steven, TX 20167","77059","East Cheryl","Tennessee","Norway","2002-10-24"
1925,"Michael","Rachel","Lee","Beth","10","B","3825369530","michael.lee1925@example.com","453980085019","Johnson-Sims College","Mechanical","Active","B","587 Danielle Inlet Suite 929, Lake Shannonborough, CA 52277","60079","Ronaldland","Pennsylvania","Chad","2000-11-24"
1926,"Peter","Lisa","Flores","Carol","8","B","0096242440","peter.flores1926@example.com","374134922047","Lee-Shaw College","Electronics","Active","D","50515 Monique Summit, Port Edwardside, ND 50650","02017","Barkerhaven","Massachusetts","Aruba","2005-08-23"
1927,"Breanna","Gregory","Hernandez","Bianca","9","C","3545718618","breanna.hernandez1927@example.com","100701147164","Andrews-Hall College","Computer Science","Inactive","D","15029 Martinez Fields Suite 925, Port Tinafurt, HI 24974","74975","Scottbury","Montana","Poland","2001-03-28"
1928,"Meredith","Harry","Espinoza","Monique","5","B","8965391880","meredith.espinoza1928@example.com","240049385541","Newton-Barnes College","Computer Science","Graduated","D","96441 Chavez Pines, Williamsport, NM 52215","78976","Goodwinstad","Georgia","New Zealand","2001-06-11"
1929,"Michael","Thomas","Sanchez","Kimberly","8","A","3401802145","michael.sanchez1929@example.com","106888371737","York LLC College","Computer Science","Active","B","21164 Aaron Grove Suite 735, West Jesse, LA 24523","96819","Erinfurt","New York","Croatia","2001-09-07"
1930,"James","Stacy","Michael","Krystal","8","B","9051747999","james.michael1930@example.com","121103808634","Warner and Sons College","Electronics","Graduated","A","9053 Jose Divide Apt. 685, South Wendyhaven, RI 25970","56126","Justinfurt","Virginia","Bosnia and Herzegovina","2005-04-06"
1931,"Kristy","Joshua","Martinez","Stephanie","10","D","8346575482","kristy.martinez1931@example.com","570408439243","Ford PLC College","MBA","Inactive","D","9878 Rodriguez Squares Apt. 366, West Bradleyshire, NE 39198","33070","Robinborough","Nevada","Syrian Arab Republic","2008-01-19"
1932,"Andrew","Michelle","Robinson","Maria","4","C","8410486168","andrew.robinson1932@example.com","324726476326","Hernandez PLC College","Electrical","Graduated","D","25693 Pugh Freeway Apt. 834, West Michellestad, CT 25315","92800","Johnsonhaven","Alabama","United Kingdom","2006-09-19"
1933,"Vernon","Carmen","Garrett","Joanna","11","A","4445046760","vernon.garrett1933@example.com","799337057576","Duncan, Lewis and Smith College","Electronics","Inactive","A","28493 Anderson Crossing Suite 877, Port Barbaraberg, MS 95751","26101","Port Kimberlyburgh","Ohio","Singapore","2000-07-19"
1934,"Jennifer","Cynthia","Stokes","Rebekah","9","B","1167296050","jennifer.stokes1934@example.com","139206593891","Eaton, Romero and Henderson College","MBA","Inactive","C","USNS Wade, FPO AA 16828","58156","Port Christineborough","Nevada","Montenegro","2005-02-14"
1935,"Jacqueline","Jack","Delacruz","Tina","5","B","0297207183","jacqueline.delacruz1935@example.com","113174025405","Stewart Inc College","Electronics","Inactive","B","5427 Moore Underpass, West Holly, WA 20248","39641","New Keith","Tennessee","El Salvador","2006-06-06"
1936,"James","Margaret","Palmer","Melanie","6","A","2061377974","james.palmer1936@example.com","588100738261","Barr, Stuart and Smith College","Electrical","Inactive","C","6608 Lauren Parkways, Kennethmouth, NJ 26515","01763","Lake Jacob","Minnesota","Jordan","2004-08-26"
1937,"Nicole","Megan","Montgomery","Sheila","9","B","8388034099","nicole.montgomery1937@example.com","357873899848","Calderon Inc College","Electrical","Graduated","B","6809 Linda Common Apt. 493, West Bryan, MN 03733","56680","Rubioborough","Texas","American Samoa","2003-10-10"
1938,"John","John","Taylor","Jennifer","10","C","5051387252","john.taylor1938@example.com","783057538092","Mendoza, Rowe and Downs College","Civil","Active","D","6017 Amanda Point, Lake Amy, IL 04174","02422","South Shelby","Wyoming","French Polynesia","2003-11-22"
1939,"Zachary","Gregory","Reid","Theresa","8","D","0297461734","zachary.reid1939@example.com","601808209695","Graves Ltd College","Civil","Graduated","D","424 Bobby Mountain Apt. 271, New Courtney, NY 46443","89003","Richardfurt","Hawaii","Bouvet Island (Bouvetoya)","2000-11-28"
1940,"Mary","Kevin","Brown","Cheryl","10","A","6057358505","mary.brown1940@example.com","478966663018","Hernandez-Richardson College","MBA","Active","C","4657 April Islands, South Stephanie, HI 06697","14654","North Jennifer","Nevada","Swaziland","2006-10-28"
1941,"Alexis","Douglas","Bartlett","Laura","2","C","1374372498","alexis.bartlett1941@example.com","279453201111","Jones-Walton College","Electronics","Active","A","38854 Theresa Forks, Maldonadoburgh, WI 14633","67159","Lake Shawntown","Kentucky","Niue","2001-12-03"
1942,"Jason","Eric","Kelly","Erin","2","C","2643271228","jason.kelly1942@example.com","614762811446","Rosales-West College","Computer Science","Active","A","01962 Rodney Springs Suite 032, Onealland, IL 44439","96221","Lake Madison","Kentucky","Tokelau","2003-03-24"
1943,"Robert","Gary","Thomas","Janice","10","A","4072843477","robert.thomas1943@example.com","752934320182","Preston, Li and Adkins College","Mechanical","Graduated","B","31976 Catherine Shores, Harrisville, NH 09257","86509","Wardfort","Massachusetts","New Caledonia","2003-02-17"
1944,"Elizabeth","Keith","Murphy","Susan","7","A","0552201835","elizabeth.murphy1944@example.com","790253665470","Jones and Sons College","Computer Science","Graduated","C","6180 Fields Pine, Tonimouth, WI 05283","60354","East Jennifer","Vermont","Mozambique","2004-08-30"
1945,"Ronald","Cynthia","Smith","Sarah","8","A","0777209670","ronald.smith1945@example.com","311703622495","Martin Inc College","MBA","Active","C","71463 Wong Circles, East Lorrainebury, UT 30930","54462","Hardyside","South Carolina","Spain","2007-01-07"
1946,"Michael","Melissa","Mills","Crystal","6","D","7023169437","michael.mills1946@example.com","280820749403","Wyatt-Ibarra College","Electrical","Graduated","A","3723 Sullivan Harbors Suite 526, Johnchester, RI 03998","75514","Evansbury","Oregon","Norfolk Island","2007-12-30"
1947,"Lee","Sharon","Griffith","Karen","1","C","8462324694","lee.griffith1947@example.com","111527975418","Stanley Ltd College","Civil","Active","C","088 Nathan Loaf, Vincenttown, WY 63914","34896","New Nathan","North Dakota","British Virgin Islands","2005-05-07"
1948,"Brandon","Joshua","Crawford","Cynthia","4","D","1730418552","brandon.crawford1948@example.com","948828555730","Hess Inc College","Mechanical","Active","D","88768 James Common Suite 050, Lake Raymond, MS 01538","38729","West Ashley","Mississippi","Serbia","2007-08-13"
1949,"Robert","Michael","Roberts","Ashley","1","D","5197692798","robert.roberts1949@example.com","595794642402","Lozano LLC College","Mechanical","Inactive","D","69804 Bryan Circle Apt. 073, New Michael, MS 67678","27068","East Brittney","Indiana","Dominica","2001-04-17"
1950,"Jared","Anthony","Smith","Nancy","9","C","8821786094","jared.smith1950@example.com","873940877649","Adams-Hudson College","MBA","Active","C","2060 Steven Plaza Apt. 426, Emilyport, WY 04482","67531","New Seth","Texas","Chile","2002-09-12"
1951,"Caleb","Rebecca","Cunningham","Allison","9","D","6528944947","caleb.cunningham1951@example.com","388958613609","Williams Inc College","Electrical","Active","D","841 David Harbors, Lake Carrie, NJ 41607","35019","Taramouth","Georgia","Bahrain","2005-07-24"
1952,"Darryl","David","Smith","Casey","2","C","0730175818","darryl.smith1952@example.com","353034061675","Reese-Lewis College","Civil","Graduated","A","3944 Ramirez Vista, West Richard, AZ 24869","05140","Lake Matthew","New Hampshire","Saint Helena","2002-01-05"
1953,"Karen","Laura","Kaufman","Vanessa","9","B","3974772795","karen.kaufman1953@example.com","830540617614","Blake-Tran College","IT","Inactive","A","363 Jose Field, Angiemouth, SC 57797","56727","Ortizberg","Minnesota","Lao People's Democratic Republic","2003-04-30"
1954,"Joseph","Dawn","Davis","Ashley","4","C","6048567445","joseph.davis1954@example.com","715081283214","Cruz, Bradshaw and Evans College","Electrical","Active","A","571 Medina Forks, Lake Katiefort, NC 15174","97449","West Josephfort","North Carolina","Papua New Guinea","2001-04-09"
1955,"Sarah","Christopher","Martin","Brittney","7","A","7929603351","sarah.martin1955@example.com","698551623707","Bell, Nunez and Smith College","Computer Science","Active","C","9734 Martin Shoals, Port Julianfurt, NE 45918","23403","Atkinsburgh","South Dakota","Cook Islands","2006-05-28"
1956,"John","Kristin","Lopez","Denise","12","C","6838144298","john.lopez1956@example.com","979887964057","Hester-Krueger College","Electrical","Graduated","A","Unit 0957 Box 2626, DPO AE 63047","04188","New April","South Dakota","Nauru","2003-01-14"
1957,"Samantha","Joann","Peterson","Debbie","6","A","7128451496","samantha.peterson1957@example.com","247395883480","Lewis, Baker and Johnson College","Civil","Active","C","991 Hendricks Ramp, New Meganview, GA 07652","70317","Paulshire","Oregon","Oman","2006-09-09"
1958,"Jenna","Felicia","Brown","Kristie","10","B","4322430176","jenna.brown1958@example.com","485332676760","Castaneda Group College","Civil","Graduated","C","76444 Flowers Cliffs, Martinville, NH 94289","20722","East Rebecca","Florida","Switzerland","2002-09-08"
1959,"Annette","Miguel","Maldonado","Heather","12","C","0369641547","annette.maldonado1959@example.com","250750097216","Logan-Ramsey College","Electrical","Inactive","A","067 Ray Radial Suite 450, Port Donna, MD 99550","24296","Sandraburgh","Florida","Zimbabwe","2007-07-19"
1960,"Timothy","Brian","Miller","Amy","9","B","5333512921","timothy.miller1960@example.com","252232606788","Keller-Hill College","Computer Science","Active","D","47881 Diaz Radial, Charlesshire, MS 66863","26815","North Danielberg","Wisconsin","Egypt","2001-02-02"
1961,"Melissa","Karen","Wells","Angela","7","A","0050050341","melissa.wells1961@example.com","917532171747","Jordan LLC College","IT","Active","A","5694 Troy Cape Apt. 703, Joshuamouth, WV 10928","93840","Amyton","Iowa","Bolivia","2000-07-23"
1962,"Amy","Eric","Stokes","Chloe","4","D","2370232860","amy.stokes1962@example.com","461630384293","Mathis, Schwartz and Irwin College","Mechanical","Active","D","6967 Yates Dale, West Ryan, SD 93111","62517","Patriciahaven","Kentucky","Svalbard & Jan Mayen Islands","2002-05-02"
1963,"Brandon","Tina","Wu","Holly","1","B","7305220292","brandon.wu1963@example.com","732549116881","Neal, Williams and Mckee College","Electronics","Active","A","5480 Angela Station, Dorothyville, MO 38857","79473","North Brookeshire","California","Nauru","2005-08-03"
1964,"Tamara","Caroline","Hunt","Shelby","2","C","6909194565","tamara.hunt1964@example.com","800955753814","Frye LLC College","Electronics","Graduated","C","728 Lynch Skyway, Weststad, DE 60663","79779","Angelaton","Montana","Tonga","2004-12-11"
1965,"Deanna","Heather","Hill","Sarah","4","B","5790113630","deanna.hill1965@example.com","241774940985","Bonilla, Valenzuela and Townsend College","Mechanical","Active","D","8776 Wilson Garden Suite 855, Hayleyland, AL 88275","40323","Lake Brittany","Iowa","Cocos (Keeling) Islands","2007-07-01"
1966,"Tammie","Jennifer","Richardson","Michelle","5","C","3101128630","tammie.richardson1966@example.com","252263605627","Hinton Inc College","MBA","Active","B","6796 Eric Grove, Ambershire, LA 05127","48148","South Christina","New Jersey","Bhutan","2003-05-27"
1967,"Brittany","Mark","Avery","Elizabeth","9","D","0008955443","brittany.avery1967@example.com","825418444802","Lopez-Castaneda College","Computer Science","Active","A","7310 Jessica Coves Suite 688, Andersonshire, NM 97941","97405","Michaelfort","Nebraska","Nigeria","2007-11-18"
1968,"Samantha","Andrew","Frost","Michelle","7","C","5121000460","samantha.frost1968@example.com","340301376481","Hernandez-Clark College","Electrical","Active","D","96934 Clarke Forks, Wilsonborough, NH 90032","69608","New Chrischester","Vermont","Northern Mariana Islands","2005-12-29"
1969,"Tyler","Shannon","Owen","Linda","7","C","8979378143","tyler.owen1969@example.com","226535040924","Edwards Ltd College","Mechanical","Inactive","C","444 Carter Bypass Suite 305, Hectorville, CO 62810","29138","Jacquelinestad","Vermont","Estonia","2001-03-05"
1970,"Samuel","Michelle","Morgan","Sarah","9","B","6100179163","samuel.morgan1970@example.com","647205711338","Case and Sons College","Electronics","Active","D","371 Amber Bridge Apt. 077, New Jonathan, HI 20900","66873","New Shannon","Michigan","Montenegro","2007-10-16"
1971,"Christina","Samuel","Ferrell","Stephanie","3","B","3362766844","christina.ferrell1971@example.com","544415419857","Long, Harvey and Garcia College","Civil","Active","B","88859 Clark Expressway, Doyleland, NE 88866","31690","Proctormouth","South Dakota","Honduras","2005-06-30"
1972,"William","Matthew","Garza","Lindsey","7","C","2975524155","william.garza1972@example.com","786002833108","Graham, Richards and Caldwell College","Mechanical","Inactive","C","3855 Phelps Radial, Michaelview, VT 38892","17297","Ethanborough","Illinois","Chile","2000-10-28"
1973,"Scott","Nathan","Williams","Tina","9","D","7540244965","scott.williams1973@example.com","468924375420","Jones and Sons College","Mechanical","Graduated","B","479 Cynthia Path, Arellanoland, VA 67959","22676","West Loriview","New Jersey","Nauru","2007-07-08"
1974,"Jennifer","Robert","Douglas","Jennifer","9","B","3252140636","jennifer.douglas1974@example.com","919221487944","Howard Group College","Computer Science","Active","C","0772 Bryan Lodge Apt. 156, West Clifford, KS 92740","47878","Michaelfurt","Hawaii","Pakistan","2005-11-12"
1975,"Robert","Sherri","King","Gina","8","A","6142450041","robert.king1975@example.com","548707381522","Rodriguez-Watts College","Mechanical","Graduated","B","22032 Richard Brook, Floresmouth, IL 99791","48512","South Melissaborough","Arizona","United States Minor Outlying Islands","2001-07-24"
1976,"Herbert","John","Jones","Brittany","11","C","8639992828","herbert.jones1976@example.com","870474010374","Singh, Harvey and Thomas College","Electrical","Graduated","B","Unit 8130 Box 7653, DPO AA 11350","64813","Alexanderberg","Alabama","Vanuatu","2001-05-16"
1977,"Adam","Anthony","Zavala","Julie","9","D","1977544175","adam.zavala1977@example.com","361458180135","Davis, Roy and Coleman College","Computer Science","Active","A","225 Ann Lake Suite 585, Alexanderview, OH 02824","17725","Jenniferland","Indiana","French Southern Territories","2001-01-19"
1978,"Anna","Sarah","Singh","Kari","10","B","9951293525","anna.singh1978@example.com","506358003287","Riley, Williams and Cain College","Electrical","Active","A","22240 Ryan Inlet Suite 081, North Kathleenmouth, SD 19404","12011","Lake Jaclyn","New Mexico","Bahamas","2001-06-25"
1979,"John","Michael","Nelson","Lindsey","1","D","4623706142","john.nelson1979@example.com","882314693584","Bailey LLC College","Electrical","Active","C","437 Mathews Prairie, Port Jennifer, ID 19412","94564","Normanview","Alabama","Guernsey","2003-06-30"
1980,"Raymond","Karen","Walker","Latoya","9","B","1894164903","raymond.walker1980@example.com","365625941207","Perez-Valencia College","MBA","Inactive","D","51081 Kristin Mews, South Alishafort, WY 53986","72742","Collinsland","Arkansas","Congo","2005-08-13"
1981,"Sheila","Timothy","Orr","Jennifer","5","D","1962652986","sheila.orr1981@example.com","321296584079","Morgan, Fisher and Baker College","MBA","Graduated","A","7671 Kenneth Fields Suite 911, Port Jeremy, PA 68132","40086","West Kyleland","Massachusetts","Grenada","2008-03-18"
1982,"Anna","Melinda","Davis","Amanda","9","B","1420963602","anna.davis1982@example.com","997204060364","Morgan-Newton College","IT","Graduated","A","8680 Bruce View Suite 702, Lindsayside, FL 56223","26190","North Jaredborough","Rhode Island","Svalbard & Jan Mayen Islands","2001-07-31"
1983,"Jason","James","Martinez","Traci","7","C","6161865302","jason.martinez1983@example.com","371426002392","Cunningham, Johns and Monroe College","MBA","Inactive","B","188 Kerr Loop, South Rhonda, MS 08946","54255","South Thomas","Ohio","Moldova","2000-10-17"
1984,"Rebecca","Emily","Weiss","Jill","10","C","9778054767","rebecca.weiss1984@example.com","711684656922","Murphy Inc College","Civil","Graduated","D","14487 Keith Fall, Port Alexport, ME 96242","93604","Hernandezmouth","Nebraska","Belarus","2003-08-08"
1985,"Samuel","Christopher","Sharp","Shannon","12","B","4868318365","samuel.sharp1985@example.com","672931261278","Griffith Ltd College","Mechanical","Inactive","B","4660 Smith Ports Apt. 703, North Charles, FL 22484","21451","Cassandraville","Oregon","Turkey","2002-12-30"
1986,"Roger","Anthony","Smith","Sharon","6","C","8014135733","roger.smith1986@example.com","134571582410","Alexander-Morgan College","Computer Science","Active","A","955 Rodriguez Branch, Littleview, MT 78869","49232","Lake Michelletown","Mississippi","Angola","2005-09-23"
1987,"Richard","Jennifer","Schmidt","Ashley","8","B","7570993212","richard.schmidt1987@example.com","216247642009","Williams, Dean and Gomez College","IT","Graduated","C","08019 Theodore Mews, Christineberg, KS 13566","10568","Rachelton","Nevada","Martinique","2003-03-30"
1988,"Shannon","Christopher","Sullivan","Jennifer","2","D","0420587515","shannon.sullivan1988@example.com","499046939757","Jimenez, Andrade and Hartman College","Electrical","Active","D","092 Hall Fields Apt. 926, Davisberg, GA 28084","59374","New Stephanie","Kansas","Wallis and Futuna","2002-10-15"
1989,"Anna","Susan","Salinas","Janet","8","D","1834660671","anna.salinas1989@example.com","108120861370","Tucker, Hayes and Gonzalez College","Mechanical","Active","C","7996 Alvarez Burg Suite 122, East Frank, VT 07352","82422","Mcdonaldmouth","Delaware","Yemen","2007-05-30"
1990,"Brenda","Phyllis","Meyers","Laura","12","A","1457716435","brenda.meyers1990@example.com","164680476296","Snyder-Obrien College","Electronics","Inactive","B","PSC 6817, Box 3179, APO AA 05749","37096","New Ashleyborough","New Jersey","French Southern Territories","2002-03-09"
1991,"Michael","Sabrina","Moore","Janet","7","B","7017777797","michael.moore1991@example.com","909624673235","Owen Ltd College","MBA","Active","D","Unit 4679 Box 9596, DPO AE 47081","58442","Port Kimberlyfort","Oregon","Western Sahara","2008-03-25"
1992,"Tina","Laura","White","Gloria","6","B","2237657551","tina.white1992@example.com","600534237537","Mcneil Group College","Mechanical","Active","B","8764 Theresa Islands, Port Katie, MT 27873","77654","New Yesenia","Indiana","Gambia","2002-05-07"
1993,"Patricia","Cory","Winters","Brandi","2","D","8973279260","patricia.winters1993@example.com","833868031481","Garrett Inc College","Civil","Graduated","C","35844 John Points Apt. 537, New Jessica, WA 07827","29049","Zacharymouth","Ohio","Isle of Man","2008-06-06"
1994,"Connie","Jeffrey","Sanford","Heather","9","B","4173642555","connie.sanford1994@example.com","270817194698","Carter PLC College","Electrical","Active","C","788 Renee Orchard, Palmerberg, MT 02292","98314","Lake Vincentmouth","Iowa","Moldova","2002-01-31"
1995,"Katherine","Patrick","Banks","Michelle","9","A","0284972536","katherine.banks1995@example.com","524066700293","Scott and Sons College","Mechanical","Graduated","B","4326 Robinson Neck, Woodardborough, NJ 68688","01263","Allenmouth","New York","Argentina","2000-10-19"
1996,"Elizabeth","Ellen","Ward","Samantha","4","C","5834982607","elizabeth.ward1996@example.com","242889735773","Sandoval-Murphy College","IT","Graduated","B","52414 Joy Squares, Thomasshire, IL 40104","06961","South Markshire","West Virginia","Czech Republic","2001-11-10"
1997,"Laura","James","Short","Nicole","12","C","0738717197","laura.short1997@example.com","728969224118","Moore-Guerrero College","Mechanical","Graduated","D","USS Kim, FPO AP 49251","99359","Amyhaven","Vermont","Kuwait","2001-03-07"
1998,"Daniel","Mary","Nelson","Melissa","3","C","3809683842","daniel.nelson1998@example.com","513357846225","Valdez-Bailey College","MBA","Inactive","C","5200 Hamilton Park Suite 483, Riverahaven, PA 63295","99685","North Xavier","Minnesota","Palau","2006-05-05"
1999,"Micheal","Kevin","Buchanan","Julie","11","C","8339657738","micheal.buchanan1999@example.com","844037920636","Adkins PLC College","Electrical","Active","C","089 Brock Forge, Lake Brianna, ID 75142","30859","Sheltonville","Alabama","Slovakia (Slovak Republic)","2003-08-25"
2000,"Darin","Robert","Spears","Colleen","12","A","0160841088","darin.spears2000@example.com","206086128571","Mcclure-Doyle College","Mechanical","Graduated","B","22086 Christy Manor, Watkinsland, DE 34786","38773","North Allen","Utah","Guinea-Bissau","2005-03-07"
2001,"Michael","Nathan","Brady","Rachel","9","D","0795745163","michael.brady2001@example.com","876423422064","Quinn-Walsh College","MBA","Active","C","1642 Frederick Pass Suite 349, Dylanview, TX 84846","07865","Victoriashire","Maryland","Bahamas","2001-02-13"
2002,"Jeffrey","Lauren","Holder","Ashley","1","A","2849628739","jeffrey.holder2002@example.com","854617780992","Carr, Rojas and Gates College","Mechanical","Active","C","308 White Shoal, West James, LA 09469","07652","Port Tylerview","Louisiana","Guadeloupe","2004-12-23"
